item,filename,article_title,in_folder,notes
421,421 - SHOWCASING OPTIMIZATION IN OMNICHANNEL RETAILING.pdf,SHOWCASING OPTIMIZATION IN OMNICHANNEL RETAILING,YES,On Google Drive Folder
422,422 - USING UTAUT2 MODEL TO EXAMINE THE DETERMINANTS OF OMNICHANNEL TECHNOLOGY ACCEPTANCE BY CONSUMERS.pdf,OMNICHANNEL RETAIL OPERATIONS WITH BUY-ONLINE-AND-PICK-UP-IN-STORE,YES,On Google Drive Folder
423,423 - THE PRICING AND CARBON ABATEMENT DECISIONS OF A MANUFACTURER SELLING WITH MARKETPLACE OR RESELLING MODE.pdf,USING UTAUT2 MODEL TO EXAMINE THE DETERMINANTS OF OMNICHANNEL TECHNOLOGY ACCEPTANCE BY CONSUMERS,YES,On Google Drive Folder
424,424 - UNLOCKING THE SHOPPING MYTH CAN SMARTPHONE DEPENDENCY RELIEVE SHOPPING ANXIETY-A MIXED-METHODS APPROACH IN UK OMNICHANNEL RETAIL.pdf,THE PRICING AND CARBON ABATEMENT DECISIONS OF A MANUFACTURER SELLING WITH MARKETPLACE OR RESELLING MODE,YES,On Google Drive Folder
425,425 - OMNICHANNEL SERVICE OPERATIONS WITH ONLINE AND OFFLINE SELF-ORDER TECHNOLOGIES.pdf,UNLOCKING THE SHOPPING MYTH: CAN SMARTPHONE DEPENDENCY RELIEVE SHOPPING ANXIETY?-A MIXED-METHODS APPROACH IN UK OMNICHANNEL RETAIL,YES,On Google Drive Folder
426,426 - DOES PICKUP SERVICE QUALITY EXPLAIN BUY ONLINE PICKUP IN-STORE SERVICE USER_S CITIZENSHIP BEHAVIOR MODERATING ROLE OF PRODUCT CATEGORIES AND GENDER.pdf,OMNICHANNEL SERVICE OPERATIONS WITH ONLINE AND OFFLINE SELF-ORDER TECHNOLOGIES,YES,On Google Drive Folder
427,427 - UNDERSTANDING THE TRANSFORMATION TOWARD OMNICHANNEL LOGISTICS IN GROCERY RETAIL A DYNAMIC CAPABILITIES PERSPECTIVE.pdf,DOES PICKUP SERVICE QUALITY EXPLAIN BUY ONLINE PICKUP IN-STORE SERVICE USER'S CITIZENSHIP BEHAVIOR? MODERATING ROLE OF PRODUCT CATEGORIES AND GENDER,YES,On Google Drive Folder
428,428 - THE INTERNET OF THINGS (IOT) IN RETAIL BRIDGING SUPPLY AND DEMAND.pdf,UNDERSTANDING THE TRANSFORMATION TOWARD OMNICHANNEL LOGISTICS IN GROCERY RETAIL: A DYNAMIC CAPABILITIES PERSPECTIVE,YES,On Google Drive Folder
429,"429 - EVOLUTION OF RETAIL FORMATS PAST, PRESENT, AND FUTURE.pdf",THE INTERNET OF THINGS (IOT) IN RETAIL: BRIDGING SUPPLY AND DEMAND,YES,On Google Drive Folder
430,430 - THE FUTURE OF RETAIL OPERATIONS.pdf,"EVOLUTION OF RETAIL FORMATS: PAST, PRESENT, AND FUTURE",YES,On Google Drive Folder
431,431 - COMPLEMENTARITY AND CANNIBALIZATION OF OFFLINE-TO-ONLINE TARGETING A FIELD EXPERIMENT ON OMNICHANNEL COMMERCE.pdf,THE FUTURE OF RETAIL OPERATIONS,YES,On Google Drive Folder
432,432 - DIGITAL SUPPLY CHAINS IN OMNICHANNEL RETAIL A CONCEPTUAL FRAMEWORK.pdf,COMPLEMENTARITY AND CANNIBALIZATION OF OFFLINE-TO-ONLINE TARGETING: A FIELD EXPERIMENT ON OMNICHANNEL COMMERCE,YES,On Google Drive Folder
433,,DIGITAL SUPPLY CHAINS IN OMNICHANNEL RETAIL: A CONCEPTUAL FRAMEWORK,NO,On Google Drive Folder
434,434 - LOGISTICS SERVICE QUALITY IN ONLINE SHOPPING A BIBLIOMETRIC ANALYSIS.pdf,LOGISTICS SERVICE QUALITY IN ONLINE SHOPPING: A BIBLIOMETRIC ANALYSIS,YES,On Google Drive Folder
435,435 - CROSS-CHANNEL EFFECTS OF OMNICHANNEL RETAIL MARKETING STRATEGIES A REVIEW OF EXTANT DATA-DRIVEN RESEARCH.pdf,CHANNEL STRATEGIES FOR COMPETING RETAILERS UNDER SUPPLIER SELECTION,YES,On Google Drive Folder
436,,CROSS-CHANNEL EFFECTS OF OMNICHANNEL RETAIL MARKETING STRATEGIES: A REVIEW OF EXTANT DATA-DRIVEN RESEARCH,NO,On Google Drive Folder
437,437 - THE REVIVAL OF RETAIL STORES VIA OMNICHANNEL OPERATIONS A LITERATURE REVIEW AND RESEARCH FRAMEWORK.pdf,THE REVIVAL OF RETAIL STORES VIA OMNICHANNEL OPERATIONS: A LITERATURE REVIEW AND RESEARCH FRAMEWORK,YES,On Google Drive Folder
438,438 - COMPETING E-TAILERS_ ADOPTION STRATEGIES OF BUY-ONLINE-AND-RETURN-IN-STORE SERVICE.pdf,COMPETING E-TAILERS' ADOPTION STRATEGIES OF BUY-ONLINE-AND-RETURN-IN-STORE SERVICE,YES,On Google Drive Folder
439,439 - CHANNEL INTEGRATION IN GROCERY RETAILERS VIA MOBILE APPLICATIONS.pdf,CHANNEL INTEGRATION IN GROCERY RETAILERS VIA MOBILE APPLICATIONS,YES,On Google Drive Folder
440,,WEBROOMING OR SHOWROOMING? THE MODERATING EFFECT OF PRODUCT ATTRIBUTES,NO,On Google Drive Folder
441,441 - DISTRIBUTION NETWORK DEPLOYMENT FOR OMNICHANNEL RETAILING.pdf,WHAT DOES PHYGITAL REALLY MEAN? A CONCEPTUAL INTRODUCTION TO THE PHYGITAL CUSTOMER EXPERIENCE (PH-CX) FRAMEWORK,YES,Cancelled by ILL Staff
442,442 - E-COMMERCE INTERNATIONALIZATION FOR TOP LUXURY FASHION BRANDS SOME EMERGING STRATEGIC ISSUES.pdf,DISTRIBUTION NETWORK DEPLOYMENT FOR OMNICHANNEL RETAILING,YES,On Google Drive Folder
443,443 - ADVERTISING EFFECTIVENESS FOR MULTIPLE RETAILER-BRANDS IN A MULTIMEDIA AND MULTICHANNEL ENVIRONMENT.pdf,E-COMMERCE INTERNATIONALIZATION FOR TOP LUXURY FASHION BRANDS: SOME EMERGING STRATEGIC ISSUES,YES,On Google Drive Folder
444,"444 - DO AS YOU SAY, OR I WILL RETAIL SIGNAL CONGRUENCY IN BUY-ONLINE-PICKUP-IN-STORE AND NEGATIVE WORD-OF-MOUTH.pdf",ADVERTISING EFFECTIVENESS FOR MULTIPLE RETAILER-BRANDS IN A MULTIMEDIA AND MULTICHANNEL ENVIRONMENT,YES,On Google Drive Folder
445,"445 - THE RELATIONSHIP BETWEEN RETAILER APP USE, PERCEIVED SHOPPING VALUE AND LOYALTY THE MODERATING ROLE OF DEAL PRONENESS.pdf","DO AS YOU SAY, OR I WILL: RETAIL SIGNAL CONGRUENCY IN BUY-ONLINE-PICKUP-IN-STORE AND NEGATIVE WORD-OF-MOUTH",YES,On Google Drive Folder
446,446 - THE VALUE OF POP-UP STORES ON RETAILING PLATFORMS EVIDENCE FROM A FIELD EXPERIMENT WITH ALIBABA.pdf,"THE RELATIONSHIP BETWEEN RETAILER APP USE, PERCEIVED SHOPPING VALUE AND LOYALTY: THE MODERATING ROLE OF DEAL PRONENESS",YES,On Google Drive Folder
447,,THE VALUE OF POP-UP STORES ON RETAILING PLATFORMS: EVIDENCE FROM A FIELD EXPERIMENT WITH ALIBABA,NO,On Google Drive Folder
448,"448 - THE NET ENVIRONMENTAL IMPACT OF ONLINE SHOPPING, BEYOND THE SUBSTITUTION BIAS.pdf",HOW POP-UPS DRIVE ONLINE SALES: MODERATING EFFECTS OF ONLINE PROMOTIONS,YES,On Google Drive Folder
449,,"THE NET ENVIRONMENTAL IMPACT OF ONLINE SHOPPING, BEYOND THE SUBSTITUTION BIAS",NO,On Google Drive Folder
450,450 - EXPLORING THE COMPETITIVE DIMENSION OF OMNICHANNEL RETAILING.pdf,EXPLORING THE COMPETITIVE DIMENSION OF OMNICHANNEL RETAILING,YES,On Google Drive Folder
451,451 - TO SHARE OR NOT TO SHARE SCREENS WITH CUSTOMERS LESSONS FROM LEARNING THEORIES.pdf,BUILD TOUCHPOINTS AND THEY WILL COME: TRANSITIONING TO OMNICHANNEL RETAILING,YES,On Google Drive Folder
452,452 - FUTURE OF BRICK AND MORTAR RETAILING HOW WILL IT SURVIVE AND THRIVE.pdf,TO SHARE OR NOT TO SHARE SCREENS WITH CUSTOMERS? LESSONS FROM LEARNING THEORIES,YES,On Google Drive Folder
453,,FUTURE OF BRICK AND MORTAR RETAILING: HOW WILL IT SURVIVE AND THRIVE?,NO,On Google Drive Folder
454,454 - MOBILE WORD OF MOUTH (M-WOM) ANALYSING ITS NEGATIVE IMPACT ON WEBROOMING IN OMNICHANNEL RETAILING.pdf,AN AUCTION-ENABLED COLLABORATIVE ROUTING MECHANISM FOR OMNICHANNEL ON-DEMAND LOGISTICS THROUGH TRANSSHIPMENT,YES,On Google Drive Folder
455,,MOBILE WORD OF MOUTH (M-WOM): ANALYSING ITS NEGATIVE IMPACT ON WEBROOMING IN OMNICHANNEL RETAILING,NO,On Google Drive Folder
456,456 - RETURNS OPERATIONS IN OMNICHANNEL RETAILING WITH BUY-ONLINE-AND-RETURN-TO-STORE.pdf,RETURNS OPERATIONS IN OMNICHANNEL RETAILING WITH BUY-ONLINE-AND-RETURN-TO-STORE,YES,On Google Drive Folder
457,,WHO IS INTERESTED IN A CROWDSOURCED LAST MILE? A SEGMENTATION OF ATTITUDINAL PROFILES,NO,On Google Drive Folder
458,458 - FINANCIAL CONSEQUENCES OF ADDING BRICKS TO CLICKS.pdf,FINANCIAL CONSEQUENCES OF ADDING BRICKS TO CLICKS,YES,On Google Drive Folder
459,459 - THE NEW AGE OF CUSTOMER IMPATIENCE AN AGENDA FOR REAWAKENING LOGISTICS CUSTOMER SERVICE RESEARCH.pdf,THE EFFECTS OF BOPS IMPLEMENTATION UNDER DIFFERENT PRICING STRATEGIES IN OMNICHANNEL RETAILING,YES,On Google Drive Folder
460,460 - OMNICHANNEL SERVICE OPERATIONS WITH ORDER-ONLINE-AND-DINE-IN-STORE STRATEGY.pdf,THE NEW AGE OF CUSTOMER IMPATIENCE AN AGENDA FOR REAWAKENING LOGISTICS CUSTOMER SERVICE RESEARCH,YES,On Google Drive Folder
461,461 - MAPPING TOUCHPOINT EXPOSURE IN RETAILING IMPLICATIONS FOR DEVELOPING AN OMNICHANNEL CUSTOMER EXPERIENCE.pdf,OMNICHANNEL SERVICE OPERATIONS WITH ORDER-ONLINE-AND-DINE-IN-STORE STRATEGY,YES,On Google Drive Folder
462,,MAPPING TOUCHPOINT EXPOSURE IN RETAILING: IMPLICATIONS FOR DEVELOPING AN OMNICHANNEL CUSTOMER EXPERIENCE,NO,On Google Drive Folder
463,463 - STAY OR SWITCH INVESTIGATING LOCK-IN EFFECT IN MULTI-CHANNEL APPAREL RETAILING.pdf,STAY OR SWITCH? INVESTIGATING LOCK-IN EFFECT IN MULTI-CHANNEL APPAREL RETAILING,YES,On Google Drive Folder
464,464 - ASSESSING THE MODERATING EFFECT OF BRICK-AND-MORTAR STORE ON OMNICHANNEL RETAILING.pdf,STOCK VISIBILITY FOR RETAIL USING AN RFID ROBOT,YES,On Google Drive Folder
465,465 - OMNICHANNEL ASSORTMENT OPTIMIZATION UNDER THE MULTINOMIAL LOGIT MODEL WITH A FEATURES TREE.pdf,ASSESSING THE MODERATING EFFECT OF BRICK-AND-MORTAR STORE ON OMNICHANNEL RETAILING,YES,On Google Drive Folder
466,,OMNICHANNEL ASSORTMENT OPTIMIZATION UNDER THE MULTINOMIAL LOGIT MODEL WITH A FEATURES TREE,NO,On Google Drive Folder
467,467 - WHETHER TO OFFER RETURN-FREIGHT INSURANCE OR OPEN A PHYSICAL SHOWROOM.pdf,WHETHER TO OFFER RETURN-FREIGHT INSURANCE OR OPEN A PHYSICAL SHOWROOM: A STRATEGIC ANALYSIS OF AN ONLINE RETAILER'S DECISIONS,YES,On Google Drive Folder
468,468 - SEPARATION OR INTEGRATION THE GAME BETWEEN RETAILERS WITH ONLINE AND OFFLINE CHANNELS.pdf,FULFILMENT TIME PERFORMANCE OF ONLINE RETAILERS - AN EMPIRICAL ANALYSIS,YES,On Google Drive Folder
469,469 - AMAROS BUSINESS MODEL INNOVATION DNVB OR PLATFORM.pdf,SEPARATION OR INTEGRATION: THE GAME BETWEEN RETAILERS WITH ONLINE AND OFFLINE CHANNELS,YES,On Google Drive Folder
470,470 - M-COMMERCE THE NEXUS BETWEEN MOBILE SHOPPING SERVICE QUALITY AND LOYALTY.pdf,AMAROS BUSINESS MODEL INNOVATION: DNVB OR PLATFORM?,YES,On Google Drive Folder
471,471 - DOES PICKUP SERVICE QUALITY EXPLAIN BOPIS USERS_ STORE RELATIONSHIP PERFORMANCE THE MODERATING ROLE OF USERS_ SERVICE EXPERIENCE CONSCIOUSNESS.pdf,M-COMMERCE: THE NEXUS BETWEEN MOBILE SHOPPING SERVICE QUALITY AND LOYALTY,YES,On Google Drive Folder
472,,DOES PICKUP SERVICE QUALITY EXPLAIN BOPIS USERS' STORE RELATIONSHIP PERFORMANCE? THE MODERATING ROLE OF USERS' SERVICE EXPERIENCE CONSCIOUSNESS,NO,On Google Drive Folder
473,473 - CONFIGURING THE LAST-MILE IN BUSINESS-TO-CONSUMER E-RETAILING.pdf,THE ROLE OF AUGMENTED REALITY IN SHAPING PURCHASE INTENTIONS AND WOM FOR LUXURY PRODUCTS,YES,Cancelled by ILL Staff
474,"474 - THE EFFECTS OF INTEGRATED INFORMATION & SERVICE, INSTITUTIONAL MECHANISM AND NEED FOR COGNITION (NFC) ON CONSUMER OMNICHANNEL ADOPTION BEHAVIOR.pdf",CONFIGURING THE LAST-MILE IN BUSINESS-TO-CONSUMER E-RETAILING,YES,On Google Drive Folder
475,475 - COLLABORATION IN THE LAST MILE EVIDENCE FROM GROCERY DELIVERIES.pdf,"THE EFFECTS OF INTEGRATED INFORMATION & SERVICE, INSTITUTIONAL MECHANISM AND NEED FOR COGNITION (NFC) ON CONSUMER OMNICHANNEL ADOPTION BEHAVIOR",YES,On Google Drive Folder
476,"476 - UNDERSTANDING THE WEBROOMING PHENOMENON SHOPPING MOTIVATION, CHANNEL-RELATED BENEFITS AND COSTS.pdf",COLLABORATION IN THE LAST MILE: EVIDENCE FROM GROCERY DELIVERIES,YES,On Google Drive Folder
477,477 - LUXURY RETAILERS_ ENTRY AND EXPANSION STRATEGIES IN CHINA.pdf,"UNDERSTANDING THE WEBROOMING PHENOMENON SHOPPING MOTIVATION, CHANNEL-RELATED BENEFITS AND COSTS",YES,On Google Drive Folder
478,,LUXURY RETAILERS' ENTRY AND EXPANSION STRATEGIES IN CHINA,NO,On Google Drive Folder
479,479 - CONSUMER RETENTION THROUGH PHYGITAL EXPERIENCE IN OMNICHANNEL RETAILING ROLE OF CONSUMER EMPOWERMENT AND SATISFACTION.pdf,"ALIBABA REALIZES MILLIONS IN COST SAVINGS THROUGH INTEGRATED DEMAND FORECASTING, INVENTORY MANAGEMENT, PRICE OPTIMIZATION, AND PRODUCT RECOMMENDATIONS",YES,Requested again
480,480 - AUGMENTED REALITY GENERALIZATIONS A META-ANALYTICAL REVIEW ON CONSUMER-RELATED OUTCOMES AND THE MEDIATING ROLE OF HEDONIC AND UTILITARIAN VALUES.pdf,CONSUMER RETENTION THROUGH PHYGITAL EXPERIENCE IN OMNICHANNEL RETAILING: ROLE OF CONSUMER EMPOWERMENT AND SATISFACTION,YES,On Google Drive Folder
481,,AUGMENTED REALITY GENERALIZATIONS: A META-ANALYTICAL REVIEW ON CONSUMER-RELATED OUTCOMES AND THE MEDIATING ROLE OF HEDONIC AND UTILITARIAN VALUES,NO,On Google Drive Folder
482,482 - ONLINE RELATIONSHIP MARKETING.pdf,ONLINE RELATIONSHIP MARKETING,YES,On Google Drive Folder
483,483 - EXPLORING THE SYSTEM OF DIGITISED RETAIL DESIGN-FLATTENING THE ONTOLOGY.pdf,EXPLORING THE SYSTEM OF DIGITISED RETAIL DESIGN-FLATTENING THE ONTOLOGY,YES,On Google Drive Folder
484,484 - SOLVING THE CRISIS OF IMMEDIACY HOW DIGITAL TECHNOLOGY CAN TRANSFORM THE CUSTOMER EXPERIENCE.pdf,GREEN PURCHASE INTENTION IN OMNICHANNEL RETAILING: ROLE OF ENVIRONMENTAL KNOWLEDGE AND PRICE SENSITIVITY,YES,Cancelled by ILL Staff
485,485 - UNDERSTANDING THE IMPLEMENTATION OF RETAIL SELF-SERVICE CHECK-OUT TECHNOLOGIES USING NECESSARY CONDITION ANALYSIS.pdf,SOLVING THE CRISIS OF IMMEDIACY: HOW DIGITAL TECHNOLOGY CAN TRANSFORM THE CUSTOMER EXPERIENCE,YES,On Google Drive Folder
486,,UNDERSTANDING THE IMPLEMENTATION OF RETAIL SELF-SERVICE CHECK-OUT TECHNOLOGIES USING NECESSARY CONDITION ANALYSIS,NO,On Google Drive Folder
487,487 - DESIGNING SATISFYING SERVICE ENCOUNTERS WEBSITE VERSUS STORE TOUCHPOINTS.pdf,SHOPPER MARKETING 2.0: OPPORTUNITIES AND CHALLENGES,YES,Cancelled by ILL Staff
488,488 - WHY DO STORES DRIVE ONLINE SALES EVIDENCE OF UNDERLYING MECHANISMS FROM A MULTICHANNEL RETAILER.pdf,DESIGNING SATISFYING SERVICE ENCOUNTERS: WEBSITE VERSUS STORE TOUCHPOINTS,YES,On Google Drive Folder
489,489 - HOW ONLINE SHOPPING EXPERIENCES SHAPE CONSUMER WEBROOMING BEHAVIOR.pdf,WHY DO STORES DRIVE ONLINE SALES? EVIDENCE OF UNDERLYING MECHANISMS FROM A MULTICHANNEL RETAILER,YES,On Google Drive Folder
490,490 - BETWEEN FEAR OF AND DESIRE FOR THE DIGITALIZATION OF RETAILING AN INITIAL CONCEPTUALIZATION TO UNDERSTAND THE AMBIVALENT REACTIONS OF SHOPPERS.pdf,HOW ONLINE SHOPPING EXPERIENCES SHAPE CONSUMER WEBROOMING BEHAVIOR,YES,On Google Drive Folder
491,491 - THE IMPACT OF ANTHROPOMORPHISM ON CUSTOMER SATISFACTION IN CHATBOT COMMERCE AN EXPERIMENTAL STUDY IN THE FOOD SECTOR.pdf,BETWEEN FEAR OF AND DESIRE FOR THE DIGITALIZATION OF RETAILING: AN INITIAL CONCEPTUALIZATION TO UNDERSTAND THE AMBIVALENT REACTIONS OF SHOPPERS,YES,On Google Drive Folder
492,,THE IMPACT OF ANTHROPOMORPHISM ON CUSTOMER SATISFACTION IN CHATBOT COMMERCE: AN EXPERIMENTAL STUDY IN THE FOOD SECTOR,NO,On Google Drive Folder
493,493 - THE IMPLICATIONS OF DIGITAL MARKETING ON WECHAT FOR LUXURY FASHION BRANDS IN CHINA.pdf,CHANNEL-LEVEL RESOURCE ALLOCATION DECISION IN MULTICHANNEL RETAILING: A US MULTICHANNEL COMPANY APPLICATION,YES,Requested again
494,494 - NYKAA A KEEN CONTEST IN BEAUTY PRODUCTS RETAILING.pdf,THE IMPLICATIONS OF DIGITAL MARKETING ON WECHAT FOR LUXURY FASHION BRANDS IN CHINA,YES,On Google Drive Folder
495,495 - A FRAMEWORK TO IMPROVE RETAIL CUSTOMER EXPERIENCE A QUALITATIVE STUDY EXPLORING THE CUSTOMER JOURNEY.pdf,NYKAA: A KEEN CONTEST IN BEAUTY PRODUCTS RETAILING,YES,On Google Drive Folder
496,,A FRAMEWORK TO IMPROVE RETAIL CUSTOMER EXPERIENCE: A QUALITATIVE STUDY EXPLORING THE CUSTOMER JOURNEY,NO,On Google Drive Folder
497,497 - SEEING EYE TO EYE SOCIAL AUGMENTED REALITY AND SHARED DECISION MAKING IN THE MARKETPLACE.pdf,E-GROCERY DELIVERY CHANNELS: ACCEPTANCE OF THE CLICK AND COLLECT SOLUTIONS,YES,Cancelled by ILL Staff
498,"498 - CHANNEL INTEGRATION, SALES DISPERSION, AND INVENTORY MANAGEMENT.pdf",SEEING EYE TO EYE: SOCIAL AUGMENTED REALITY AND SHARED DECISION MAKING IN THE MARKETPLACE,YES,On Google Drive Folder
499,,"CHANNEL INTEGRATION, SALES DISPERSION, AND INVENTORY MANAGEMENT",NO,On Google Drive Folder
500,500 - Applying behavioral reasoning theory to South African female consumers  emerging apparel-shopping behavior during COVID-19.pdf,INTEGRATING BRICKS WITH CLICKS: RETAILER-LEVEL AND CHANNEL-LEVEL OUTCOMES OF ONLINE-OFFLINE CHANNEL INTEGRATION,YES,On Google Drive Folder
501,,APPLYING BEHAVIORAL REASONING THEORY TO SOUTH AFRICAN FEMALE CONSUMERS' EMERGING APPAREL-SHOPPING BEHAVIOR DURING COVID-19,NO,On Google Drive Folder
502,502 - WHITE-GLOVE SERVICE DELIVERY A QUANTITATIVE ANALYSIS.pdf,CONVENIENCE STORES IN THE DIGITAL AGE: A FOCUS ON THE CUSTOMER EXPERIENCE AND REVISIT INTENTIONS,YES,Requested again
503,,"MODERNIZING COMPETITION POLICY AND LAW: THE IMPACT OF MARKETING DEVELOPMENTS ON THE LEGAL TREATMENT OF PRICE MAINTENANCE IN THE UNITED STATES, THE EUROPEAN UNION, AND CHINA",NO,On Google Drive Folder
504,504 - MOBILE-ASSISTED SHOWROOMING BEHAVIOR AND THE (R)EVOLUTION OF RETAIL THE MODERATING EFFECT OF GENDER ON THE ADOPTION OF MOBILE AUGMENTED REALITY.pdf,BROWSING THE AISLES OR BROWSING THE APP? HOW ONLINE GROCERY SHOPPING IS CHANGING WHAT WE BUY,YES,On Google Drive Folder
505,505 - TRIGGER FACTORS IN BRICK AND CLICK SHOPPING.pdf,MOBILE-ASSISTED SHOWROOMING BEHAVIOR AND THE (R)EVOLUTION OF RETAIL: THE MODERATING EFFECT OF GENDER ON THE ADOPTION OF MOBILE AUGMENTED REALITY,YES,On Google Drive Folder
506,,TRIGGER FACTORS IN BRICK AND CLICK SHOPPING,NO,On Google Drive Folder
507,507 - ACCOUNTING FOR DISCREPANCIES BETWEEN ONLINE AND OFFLINE PRODUCT EVALUATIONS.pdf,WHITE-GLOVE SERVICE DELIVERY: A QUANTITATIVE ANALYSIS,YES,On Google Drive Folder
508,508 - GAINING CUSTOMER CENTRIC UNDERSTANDING OF RETAIL DISPLAYS FOR FUTURE INNOVATIONS.pdf,ACCOUNTING FOR DISCREPANCIES BETWEEN ONLINE AND OFFLINE PRODUCT EVALUATIONS,YES,On Google Drive Folder
509,"509 - E-COMMERCE TRANSACTIONS, THE INSTALLED BASE OF CREDIT CARDS, AND THE POTENTIAL MOBILE E-COMMERCE ADOPTION.pdf",GAINING CUSTOMER CENTRIC UNDERSTANDING OF RETAIL DISPLAYS FOR FUTURE INNOVATIONS,YES,On Google Drive Folder
510,,"E-COMMERCE TRANSACTIONS, THE INSTALLED BASE OF CREDIT CARDS, AND THE POTENTIAL MOBILE E-COMMERCE ADOPTION",NO,On Google Drive Folder
511,511 - CATCH ME IF YOU SCAN DATA-DRIVEN PRESCRIPTIVE MODELING FOR SMART STORE ENVIRONMENTS.pdf,CATCH ME IF YOU SCAN: DATA-DRIVEN PRESCRIPTIVE MODELING FOR SMART STORE ENVIRONMENTS,YES,On Google Drive Folder
512,,LOYALTY FORMATION FOR DIFFERENT CUSTOMER JOURNEY SEGMENTS,NO,On Google Drive Folder
513,513 - DARK STORES IN THE CITY OF LIGHT GEOGRAPHICAL AND TRANSPORTATION IMPACTS OF _QUICK COMMERCE_ IN PARIS.pdf,DARK STORES IN THE CITY OF LIGHT: GEOGRAPHICAL AND TRANSPORTATION IMPACTS OF 'QUICK COMMERCE' IN PARIS,YES,On Google Drive Folder
514,514 - CUSTOMER SUPERCHARGING IN EXPERIENCE-CENTRIC CHANNELS.pdf,CUSTOMER SUPERCHARGING IN EXPERIENCE-CENTRIC CHANNELS,YES,On Google Drive Folder
515,515 - REIMAGINING THE FASHION RETAIL INDUSTRY THROUGH THE IMPLICATIONS OF COVID-19 IN THE GULF COOPERATION COUNCIL (GCC) COUNTRIES.pdf,FRAMING THE CUSTOMER JOURNEY: TOUCH POINT CATEGORIES AND DECISION-MAKING PROCESS STAGES,YES,On Google Drive Folder
516,516 - MONOPOLY OR COMPETITION STRATEGIC ANALYSIS OF A RETAILING TECHNOLOGY SERVICE PROVISION.pdf,REIMAGINING THE FASHION RETAIL INDUSTRY THROUGH THE IMPLICATIONS OF COVID-19 IN THE GULF COOPERATION COUNCIL (GCC) COUNTRIES,YES,On Google Drive Folder
517,,MONOPOLY OR COMPETITION: STRATEGIC ANALYSIS OF A RETAILING TECHNOLOGY SERVICE PROVISION,NO,On Google Drive Folder
518,,"SHOPPING FOR BEAUTY: THE INFLUENCE OF THE PANDEMIC ON BODY APPRECIATION, CONCEPTIONS OF BEAUTY, AND ONLINE SHOPPING BEHAVIOUR",NO,Cancelled by ILL Staff
519,,CHANNEL STRATEGIES FOR COMPETING RETAILERS: WHETHER AND WHEN TO INTRODUCE LIVE STREAM?,NO,Requested again
520,520 - CHANNEL INTEGRATION CHOICES AND PRICING STRATEGIES FOR COMPETING DUAL-CHANNEL RETAILERS.pdf,INVESTIGATING THE EFFECTIVENESS OF RETAILERS' MOBILE APPLICATIONS IN DETERMINING CUSTOMER SATISFACTION AND REPATRONAGE INTENTIONS? A CONGRUENCY PERSPECTIVE,YES,Requested again
521,521 - MATCH YOUR OWN PRICE SELF-MATCHING AS A RETAILER_S MULTICHANNEL PRICING STRATEGY.pdf,CHANNEL INTEGRATION CHOICES AND PRICING STRATEGIES FOR COMPETING DUAL-CHANNEL RETAILERS,YES,On Google Drive Folder
522,522 - THE EFFECT OF ELECTRONIC SHELF LABELS ON STORE REVENUE.pdf,MATCH YOUR OWN PRICE? SELF-MATCHING AS A RETAILER'S MULTICHANNEL PRICING STRATEGY,YES,On Google Drive Folder
523,523 - GREEN E-COMMERCE DISTRIBUTION ALTERNATIVES - A MISSION IMPOSSIBLE FOR RETAILERS.pdf,THE EFFECT OF ELECTRONIC SHELF LABELS ON STORE REVENUE,YES,On Google Drive Folder
524,,GREEN E-COMMERCE DISTRIBUTION ALTERNATIVES - A MISSION IMPOSSIBLE FOR RETAILERS?,NO,On Google Drive Folder
525,,EXPLORING CONSUMERS' SKINCARE RETAIL PATRONAGE,NO,Requested again
526,526 - UNDERSTANDING THE VIRTUAL TOURS OF RETAIL STORES HOW CAN STORE BRAND EXPERIENCE PROMOTE VISIT INTENTIONS.pdf,BLOCKCHAIN AS A RESOURCE FOR BUILDING TRUST IN PRE-OWNED GOODS' MARKETING: A CASE OF AUTOMOBILE INDUSTRY IN AN EMERGING ECONOMY,YES,Cancelled by ILL Staff
527,"527 - HOW SERVICE OPERATIONS, PERCEIVED BENEFIT, AND PSYCHOLOGICAL OWNERSHIP ENHANCE CUSTOMER RETENTION IN RETAIL-EVIDENCE IN VIETNAM SUPERMARKETS.pdf",UNDERSTANDING THE VIRTUAL TOURS OF RETAIL STORES: HOW CAN STORE BRAND EXPERIENCE PROMOTE VISIT INTENTIONS?,YES,On Google Drive Folder
528,528 - ON THE VALUE OF MULTI-ECHELON INVENTORY MANAGEMENT STRATEGIES FOR PERISHABLE ITEMS WITH ON-OFF-LINE CHANNELS.pdf,"HOW SERVICE OPERATIONS, PERCEIVED BENEFIT, AND PSYCHOLOGICAL OWNERSHIP ENHANCE CUSTOMER RETENTION IN RETAIL-EVIDENCE IN VIETNAM SUPERMARKETS",YES,On Google Drive Folder
529,529 - MOBILE DEPENDENCY AND UNCERTAINTY REDUCTION INFLUENCE ON SHOWROOMING BEHAVIOURS AND USER-GENERATED CONTENT CREATION.pdf,ON THE VALUE OF MULTI-ECHELON INVENTORY MANAGEMENT STRATEGIES FOR PERISHABLE ITEMS WITH ON-/OFF-LINE CHANNELS,YES,On Google Drive Folder
